date,team_a,team_b,goals_a,goals_b,form_a,form_b,avg_goals_scored_a,avg_goals_conceded_a,avg_goals_scored_b,avg_goals_conceded_b,gd_form_a,gd_form_b,h2h_winner_a
2023-11-20,HC Olomouc,HC Litvínov,3,1,0.5,0.2,2.8,3.0,2.5,3.8,-0.2,-1.3,0.7
2023-11-20,HC Oceláři Třinec,HC Sparta Praha,5,0,0.65,0.55,4.4,3.2,3.6,3.2,1.2,0.4,0.3333333333333333
2023-11-20,HC Litvínov,Mountfield HK,4,4,0.2,0.55,2.5,3.8,3.9,3.9,-1.3,0.0,0.25
2023-11-20,HC Kometa Brno,Mountfield HK,3,3,0.45,0.55,2.5,3.1,3.9,3.9,-0.6,0.0,1.0
2023-11-21,HC Kometa Brno,Rytíři Kladno,2,2,0.5,0.45,2.6,3.1,2.6,3.1,-0.5,-0.5,0.7
2023-11-21,HC Vítkovice Ridera,HC Kometa Brno,4,1,0.65,0.5,3.9,2.1,2.6,3.1,1.8,-0.5,0.625
2023-11-21,Bílí Tygři Liberec,HC Vítkovice Ridera,7,5,0.4,0.65,3.4,3.5,3.9,2.1,-0.1,1.8,0.16666666666666666
2023-11-21,HC Litvínov,HC Motor České Budějovice,4,1,0.25,0.55,2.9,3.8,2.1,2.3,-0.9,-0.2,0.0
2023-11-21,HC Sparta Praha,Mountfield HK,8,5,0.6,0.6,3.6,2.8,4.2,4.1,0.8,0.1,0.25
2023-11-22,HC Sparta Praha,Mountfield HK,4,2,0.6,0.5,4.1,3.2,4.4,4.8,0.9,-0.4,0.5
2023-11-22,HC Litvínov,HC Motor České Budějovice,3,0,0.35,0.55,3.0,3.5,2.2,2.4,-0.5,-0.2,0.5
2023-11-22,HC Kometa Brno,BK Mladá Boleslav,1,2,0.35,0.3,2.6,3.6,2.3,3.9,-1.0,-1.6,0.5
2023-11-22,HC Energie Karlovy Vary,HC Vítkovice Ridera,2,4,0.8,0.7,3.1,1.7,4.4,2.2,1.4,2.2,0.5
2023-11-22,HC Dynamo Pardubice,HC Oceláři Třinec,3,2,0.65,0.65,3.5,3.0,4.2,2.8,0.5,1.4,0.625
2023-11-23,HC Vítkovice Ridera,HC Škoda Plzeň,2,5,0.7,0.5,4.3,2.3,1.7,2.4,2.0,-0.7,1.0
2023-11-23,HC Olomouc,HC Energie Karlovy Vary,4,3,0.6,0.75,2.7,2.6,3.0,1.8,0.1,1.2,0.2
2023-11-23,Bílí Tygři Liberec,BK Mladá Boleslav,3,2,0.4,0.35,3.6,3.7,2.4,3.9,-0.1,-1.5,0.5
2023-11-23,HC Vítkovice Ridera,HC Litvínov,2,0,0.7,0.45,4.3,2.3,2.9,3.0,2.0,-0.1,1.0
2023-11-23,Mountfield HK,HC Škoda Plzeň,8,2,0.4,0.5,4.0,4.9,1.7,2.4,-0.9,-0.7,0.3888888888888889
2023-11-24,Bílí Tygři Liberec,HC Škoda Plzeň,1,0,0.5,0.5,3.8,3.7,1.7,2.6,0.1,-0.9,0.3333333333333333
2023-11-24,Bílí Tygři Liberec,Rytíři Kladno,6,2,0.5,0.45,3.8,3.7,2.7,3.2,0.1,-0.5,0.0
2023-11-24,HC Olomouc,HC Energie Karlovy Vary,2,3,0.6,0.7,2.6,2.5,3.1,2.0,0.1,1.1,0.3333333333333333
2023-11-24,HC Motor České Budějovice,HC Olomouc,3,2,0.45,0.6,1.9,2.5,2.6,2.5,-0.6,0.1,0.21428571428571427
2023-11-24,HC Sparta Praha,HC Litvínov,3,2,0.6,0.35,3.9,3.3,2.4,2.9,0.6,-0.5,0.75
2023-11-25,HC Kometa Brno,HC Dynamo Pardubice,1,5,0.3,0.65,2.3,3.4,3.5,3.0,-1.1,0.5,0.4166666666666667
2023-11-25,Rytíři Kladno,HC Oceláři Třinec,3,3,0.35,0.55,2.6,3.6,3.8,3.0,-1.0,0.8,0.14285714285714285
2023-11-25,HC Sparta Praha,HC Vítkovice Ridera,4,3,0.7,0.7,3.9,2.8,4.2,2.3,1.1,1.9,0.625
2023-11-25,Mountfield HK,HC Oceláři Třinec,5,3,0.5,0.55,4.3,4.5,3.8,3.0,-0.2,0.8,0.75
2023-11-25,HC Dynamo Pardubice,HC Kometa Brno,3,2,0.65,0.3,3.5,3.0,2.3,3.4,0.5,-1.1,0.5833333333333334
2023-12-01,Mountfield HK,HC Kometa Brno,4,2,0.6,0.2,4.8,4.0,1.9,3.4,0.8,-1.5,0.16666666666666666
2023-12-01,HC Kometa Brno,BK Mladá Boleslav,7,0,0.2,0.35,1.9,3.4,2.5,3.6,-1.5,-1.1,0.3333333333333333
2023-12-01,HC Motor České Budějovice,Rytíři Kladno,4,0,0.5,0.4,2.1,2.6,2.9,3.8,-0.5,-0.9,0.8
2023-12-01,HC Motor České Budějovice,HC Oceláři Třinec,4,1,0.5,0.5,2.1,2.6,3.5,3.1,-0.5,0.4,0.3333333333333333
2023-12-01,HC Oceláři Třinec,HC Kometa Brno,4,1,0.5,0.2,3.5,3.1,1.9,3.4,0.4,-1.5,0.7
2023-12-02,Bílí Tygři Liberec,BK Mladá Boleslav,0,3,0.6,0.35,4.0,3.2,2.4,3.8,0.8,-1.4,0.75
2023-12-02,Bílí Tygři Liberec,HC Energie Karlovy Vary,3,1,0.6,0.7,4.0,3.2,3.0,2.2,0.8,0.8,0.8
2023-12-02,HC Litvínov,HC Sparta Praha,2,7,0.35,0.8,2.3,2.7,4.2,2.8,-0.4,1.4,0.21428571428571427
2023-12-02,HC Olomouc,Rytíři Kladno,4,4,0.45,0.4,2.2,2.6,2.7,3.7,-0.4,-1.0,0.75
2023-12-02,HC Vítkovice Ridera,HC Litvínov,4,4,0.6,0.35,4.0,2.7,2.3,2.7,1.3,-0.4,1.0
2023-12-03,HC Motor České Budějovice,HC Oceláři Třinec,5,3,0.7,0.55,2.5,2.1,3.3,2.7,0.4,0.6,0.42857142857142855
2023-12-03,HC Dynamo Pardubice,Rytíři Kladno,5,3,0.7,0.35,3.7,3.1,2.7,3.8,0.6,-1.1,0.875
2023-12-03,HC Oceláři Třinec,Bílí Tygři Liberec,1,3,0.55,0.65,3.3,2.7,3.6,2.8,0.6,0.8,0.8
2023-12-03,HC Oceláři Třinec,HC Škoda Plzeň,2,1,0.55,0.4,3.3,2.7,1.5,2.6,0.6,-1.1,0.5
2023-12-03,HC Kometa Brno,BK Mladá Boleslav,2,4,0.2,0.4,2.1,2.9,2.3,3.4,-0.8,-1.1,0.5
2023-12-04,HC Oceláři Třinec,HC Kometa Brno,3,2,0.35,0.2,2.5,2.9,2.2,3.1,-0.4,-0.9,0.75
2023-12-04,Rytíři Kladno,Bílí Tygři Liberec,1,2,0.25,0.7,2.6,4.0,3.5,2.5,-1.4,1.0,0.6666666666666666
2023-12-04,HC Dynamo Pardubice,HC Oceláři Třinec,6,2,0.7,0.35,3.8,3.1,2.5,2.9,0.7,-0.4,0.7
2023-12-04,HC Sparta Praha,BK Mladá Boleslav,5,3,0.8,0.5,4.5,2.7,2.6,3.2,1.8,-0.6,1.0
2023-12-04,Bílí Tygři Liberec,HC Oceláři Třinec,4,3,0.7,0.35,3.5,2.5,2.5,2.9,1.0,-0.4,0.3333333333333333
2023-12-05,HC Olomouc,HC Oceláři Třinec,6,6,0.4,0.35,2.3,2.9,2.5,3.4,-0.6,-0.9,0.6666666666666666
2023-12-05,HC Motor České Budějovice,HC Litvínov,3,2,0.7,0.4,2.8,2.3,2.5,3.0,0.5,-0.5,0.3333333333333333
2023-12-05,HC Motor České Budějovice,HC Oceláři Třinec,2,3,0.7,0.35,2.8,2.3,2.5,3.4,0.5,-0.9,0.5
2023-12-05,Mountfield HK,HC Vítkovice Ridera,4,3,0.6,0.55,4.6,3.7,3.6,3.1,0.9,0.5,0.5
2023-12-05,HC Energie Karlovy Vary,HC Kometa Brno,3,1,0.6,0.15,2.6,2.1,2.1,3.1,0.5,-1.0,0.5
2023-12-06,HC Litvínov,HC Sparta Praha,2,7,0.3,0.8,2.2,2.9,4.0,2.7,-0.7,1.3,0.1875
2023-12-06,HC Olomouc,Mountfield HK,0,0,0.35,0.6,2.5,3.2,4.5,3.7,-0.7,0.8,0.5
2023-12-06,HC Olomouc,HC Kometa Brno,0,1,0.35,0.1,2.5,3.2,2.0,3.2,-0.7,-1.2,0.75
2023-12-06,HC Motor České Budějovice,HC Škoda Plzeň,2,3,0.6,0.3,2.8,2.5,1.4,2.7,0.3,-1.3,0.4166666666666667
2023-12-06,Bílí Tygři Liberec,Mountfield HK,3,8,0.9,0.6,3.4,2.0,4.5,3.7,1.4,0.8,0.25
2023-12-07,HC Vítkovice Ridera,Rytíři Kladno,1,2,0.55,0.25,3.4,2.9,2.4,3.8,0.5,-1.4,1.0
2023-12-07,HC Motor České Budějovice,HC Sparta Praha,1,1,0.5,0.9,2.6,2.7,4.5,2.6,-0.1,1.9,0.35714285714285715
2023-12-07,BK Mladá Boleslav,HC Oceláři Třinec,3,4,0.5,0.45,2.8,3.5,2.8,3.4,-0.7,-0.6,0.2222222222222222
2023-12-07,BK Mladá Boleslav,HC Olomouc,4,0,0.5,0.35,2.8,3.5,2.2,2.8,-0.7,-0.6,0.4166666666666667
2023-12-07,Mountfield HK,HC Dynamo Pardubice,5,1,0.65,0.7,4.3,3.2,3.7,3.0,1.1,0.7,0.5
2023-12-08,HC Motor České Budějovice,HC Kometa Brno,4,2,0.55,0.2,2.5,2.2,2.0,2.8,0.3,-0.8,0.4
2023-12-08,HC Oceláři Třinec,HC Vítkovice Ridera,0,2,0.55,0.45,3.1,3.3,3.2,3.0,-0.2,0.2,0.0
2023-12-08,HC Sparta Praha,BK Mladá Boleslav,6,2,0.85,0.6,4.3,2.6,3.1,2.7,1.7,0.4,1.0
2023-12-08,HC Energie Karlovy Vary,HC Sparta Praha,5,5,0.6,0.85,2.7,2.1,4.3,2.6,0.6,1.7,0.4
2023-12-08,HC Škoda Plzeň,HC Litvínov,3,1,0.35,0.3,1.6,2.8,2.4,3.4,-1.2,-1.0,0.5
2023-12-09,HC Olomouc,HC Škoda Plzeň,2,2,0.35,0.35,2.2,2.9,1.6,2.9,-0.7,-1.3,0.8333333333333334
2023-12-09,Rytíři Kladno,HC Energie Karlovy Vary,6,4,0.35,0.55,2.2,3.1,3.0,2.5,-0.9,0.5,0.25
2023-12-09,HC Dynamo Pardubice,Bílí Tygři Liberec,3,6,0.6,0.8,3.3,3.3,3.2,2.6,0.0,0.6,0.5714285714285714
2023-12-09,Bílí Tygři Liberec,Mountfield HK,1,3,0.8,0.7,3.2,2.6,4.4,2.9,0.6,1.5,0.2
2023-12-09,HC Vítkovice Ridera,Mountfield HK,5,5,0.45,0.7,3.0,2.9,4.4,2.9,0.1,1.5,0.375
2023-12-10,HC Oceláři Třinec,Rytíři Kladno,1,1,0.45,0.35,2.7,3.4,2.6,3.5,-0.7,-0.9,0.8125
2023-12-10,Rytíři Kladno,HC Litvínov,2,3,0.35,0.3,2.6,3.5,2.4,3.4,-0.9,-1.0,1.0
2023-12-10,HC Energie Karlovy Vary,Mountfield HK,1,3,0.45,0.8,2.8,3.0,4.4,2.4,-0.2,2.0,0.6666666666666666
2023-12-10,Mountfield HK,HC Oceláři Třinec,2,2,0.8,0.45,4.4,2.4,2.7,3.4,2.0,-0.7,0.7857142857142857
2023-12-10,HC Kometa Brno,BK Mladá Boleslav,3,2,0.2,0.5,2.1,3.0,2.9,3.0,-0.9,-0.1,0.4
2023-12-11,HC Energie Karlovy Vary,BK Mladá Boleslav,2,3,0.35,0.4,2.7,3.3,2.5,3.1,-0.6,-0.6,0.6
2023-12-11,Mountfield HK,HC Olomouc,3,0,0.85,0.4,3.9,2.1,2.3,2.7,1.8,-0.4,0.5
2023-12-11,Rytíři Kladno,BK Mladá Boleslav,3,3,0.35,0.4,2.4,3.3,2.5,3.1,-0.9,-0.6,0.08333333333333333
2023-12-11,HC Vítkovice Ridera,HC Olomouc,5,1,0.4,0.4,3.1,3.3,2.3,2.7,-0.2,-0.4,0.7
2023-12-11,HC Litvínov,Rytíři Kladno,2,2,0.35,0.35,2.3,3.2,2.4,3.3,-0.9,-0.9,0.5
2023-12-12,HC Motor České Budějovice,HC Olomouc,5,2,0.65,0.2,2.8,2.0,1.7,3.1,0.8,-1.4,0.3125
2023-12-12,HC Oceláři Třinec,HC Olomouc,3,4,0.55,0.2,2.6,2.9,1.7,3.1,-0.3,-1.4,0.375
2023-12-12,HC Energie Karlovy Vary,HC Škoda Plzeň,1,2,0.35,0.4,2.7,3.1,1.8,2.7,-0.4,-0.9,0.75
2023-12-12,Rytíři Kladno,HC Motor České Budějovice,4,1,0.4,0.65,2.4,2.9,2.8,2.0,-0.5,0.8,0.16666666666666666
2023-12-12,BK Mladá Boleslav,HC Vítkovice Ridera,3,4,0.45,0.5,2.7,3.2,3.1,2.7,-0.5,0.4,0.5
2023-12-13,Mountfield HK,HC Dynamo Pardubice,4,5,0.85,0.5,3.7,1.8,3.1,3.5,1.9,-0.4,0.6
2023-12-13,HC Kometa Brno,Bílí Tygři Liberec,1,3,0.3,0.7,2.3,2.7,2.9,2.5,-0.4,0.4,0.6666666666666666
2023-12-13,HC Litvínov,HC Motor České Budějovice,2,2,0.3,0.65,2.1,3.3,3.1,2.1,-1.2,1.0,0.5
2023-12-13,Mountfield HK,HC Dynamo Pardubice,5,7,0.85,0.5,3.7,1.8,3.1,3.5,1.9,-0.4,0.6
2023-12-13,Rytíři Kladno,HC Oceláři Třinec,0,3,0.5,0.45,2.8,2.6,2.7,3.2,0.2,-0.5,0.2222222222222222
2023-12-14,Rytíři Kladno,HC Škoda Plzeň,7,1,0.45,0.5,2.4,2.5,2.0,2.3,-0.1,-0.3,0.75
2023-12-14,Mountfield HK,HC Vítkovice Ridera,2,3,0.65,0.5,3.8,2.5,3.1,2.8,1.3,0.3,0.6
2023-12-14,HC Litvínov,HC Energie Karlovy Vary,3,1,0.25,0.25,2.0,3.5,2.5,3.3,-1.5,-0.8,0.35714285714285715
2023-12-14,HC Energie Karlovy Vary,HC Motor České Budějovice,2,1,0.25,0.6,2.5,3.3,2.9,2.3,-0.8,0.6,0.16666666666666666
2023-12-14,Mountfield HK,HC Motor České Budějovice,2,5,0.65,0.6,3.8,2.5,2.9,2.3,1.3,0.6,0.375
2023-12-15,HC Energie Karlovy Vary,HC Olomouc,1,5,0.35,0.3,2.3,2.9,1.9,3.3,-0.6,-1.4,0.7142857142857143
2023-12-15,BK Mladá Boleslav,HC Oceláři Třinec,0,2,0.45,0.45,3.0,2.9,2.7,3.0,0.1,-0.3,0.2
2023-12-15,HC Litvínov,HC Kometa Brno,1,5,0.35,0.3,2.3,3.4,2.2,2.7,-1.1,-0.5,0.1
2023-12-15,HC Škoda Plzeň,HC Vítkovice Ridera,6,2,0.5,0.6,2.1,2.8,3.2,2.5,-0.7,0.7,0.3333333333333333
2023-12-15,HC Litvínov,Bílí Tygři Liberec,2,5,0.35,0.7,2.3,3.4,3.1,2.6,-1.1,0.5,0.5
2023-12-16,HC Olomouc,Mountfield HK,5,2,0.35,0.5,2.0,3.0,3.4,3.0,-1.0,0.4,0.4166666666666667
2023-12-16,HC Litvínov,HC Vítkovice Ridera,2,1,0.35,0.5,2.2,3.4,3.2,3.1,-1.2,0.1,0.125
2023-12-16,HC Sparta Praha,HC Vítkovice Ridera,3,2,0.9,0.5,5.0,2.7,3.2,3.1,2.3,0.1,0.6666666666666666
2023-12-16,HC Oceláři Třinec,HC Sparta Praha,1,6,0.55,0.9,2.7,2.4,5.0,2.7,0.3,2.3,0.4
2023-12-16,HC Oceláři Třinec,HC Sparta Praha,3,5,0.55,0.9,2.7,2.4,5.0,2.7,0.3,2.3,0.4
2023-12-17,HC Kometa Brno,Mountfield HK,3,2,0.4,0.4,2.5,2.4,3.1,3.4,0.1,-0.3,0.625
2023-12-17,HC Vítkovice Ridera,BK Mladá Boleslav,5,0,0.45,0.35,2.8,2.8,2.7,3.1,0.0,-0.4,0.6
2023-12-17,HC Vítkovice Ridera,BK Mladá Boleslav,1,1,0.45,0.35,2.8,2.8,2.7,3.1,0.0,-0.4,0.6
2023-12-17,HC Energie Karlovy Vary,HC Kometa Brno,5,1,0.25,0.4,2.1,3.2,2.5,2.4,-1.1,0.1,0.6666666666666666
2023-12-17,BK Mladá Boleslav,HC Škoda Plzeň,4,2,0.35,0.55,2.7,3.1,2.5,2.8,-0.4,-0.3,0.5
2023-12-18,Bílí Tygři Liberec,HC Kometa Brno,2,1,0.7,0.4,3.0,2.6,2.1,2.7,0.4,-0.6,0.5
2023-12-18,HC Motor České Budějovice,BK Mladá Boleslav,2,6,0.5,0.4,2.6,2.3,2.2,2.8,0.3,-0.6,0.6111111111111112
2023-12-18,HC Litvínov,HC Dynamo Pardubice,2,3,0.4,0.7,2.0,3.1,3.9,3.6,-1.1,0.3,0.0
2023-12-18,HC Škoda Plzeň,HC Motor České Budějovice,3,1,0.45,0.5,2.2,3.0,2.6,2.3,-0.8,0.3,0.6428571428571429
2023-12-18,HC Kometa Brno,HC Škoda Plzeň,2,2,0.4,0.45,2.1,2.7,2.2,3.0,-0.6,-0.8,0.75
2023-12-19,HC Litvínov,Bílí Tygři Liberec,1,8,0.4,0.8,2.0,3.1,3.2,2.4,-1.1,0.8,0.4
2023-12-19,Bílí Tygři Liberec,BK Mladá Boleslav,2,4,0.8,0.4,3.2,2.4,2.4,3.0,0.8,-0.6,0.5
2023-12-19,Rytíři Kladno,Bílí Tygři Liberec,3,1,0.55,0.8,2.8,2.1,3.2,2.4,0.7,0.8,0.5
2023-12-19,Bílí Tygři Liberec,HC Dynamo Pardubice,3,2,0.8,0.8,3.2,2.4,4.1,3.2,0.8,0.9,0.5
2023-12-19,HC Oceláři Třinec,Rytíři Kladno,3,2,0.5,0.55,2.2,2.5,2.8,2.1,-0.3,0.7,0.8
2023-12-20,HC Kometa Brno,HC Vítkovice Ridera,3,1,0.45,0.6,2.0,2.4,3.0,2.3,-0.4,0.7,0.3
2023-12-20,HC Motor České Budějovice,HC Litvínov,2,3,0.4,0.4,2.4,2.7,1.9,3.2,-0.3,-1.3,0.5
2023-12-20,HC Motor České Budějovice,HC Dynamo Pardubice,1,4,0.4,0.7,2.4,2.7,4.0,3.3,-0.3,0.7,0.0
2023-12-20,Bílí Tygři Liberec,HC Olomouc,6,1,0.6,0.4,3.4,2.8,1.9,2.6,0.6,-0.7,0.5714285714285714
2023-12-20,HC Oceláři Třinec,HC Energie Karlovy Vary,6,7,0.5,0.35,2.2,2.5,2.5,3.0,-0.3,-0.5,1.0
2023-12-21,Rytíři Kladno,HC Vítkovice Ridera,1,4,0.55,0.5,3.0,2.2,2.9,2.6,0.8,0.3,0.5
2023-12-21,HC Energie Karlovy Vary,HC Oceláři Třinec,4,4,0.35,0.4,2.9,3.5,2.4,2.9,-0.6,-0.5,0.3333333333333333
2023-12-21,HC Olomouc,Bílí Tygři Liberec,5,3,0.35,0.7,2.0,3.2,3.7,2.1,-1.2,1.6,0.375
2023-12-21,Bílí Tygři Liberec,HC Oceláři Třinec,5,5,0.7,0.4,3.7,2.1,2.4,2.9,1.6,-0.5,0.42857142857142855
2023-12-21,Mountfield HK,HC Energie Karlovy Vary,3,0,0.3,0.35,3.0,3.6,2.9,3.5,-0.6,-0.6,0.5
2023-12-22,HC Vítkovice Ridera,HC Energie Karlovy Vary,5,1,0.55,0.35,2.8,2.2,2.4,3.1,0.6,-0.7,1.0
2023-12-22,HC Olomouc,HC Kometa Brno,2,3,0.45,0.55,2.5,3.4,2.2,2.2,-0.9,0.0,0.5
2023-12-22,HC Škoda Plzeň,Rytíři Kladno,2,1,0.6,0.45,2.5,2.4,2.5,2.2,0.1,0.3,0.16666666666666666
2023-12-22,Bílí Tygři Liberec,Rytíři Kladno,4,2,0.65,0.45,3.8,2.5,2.5,2.2,1.3,0.3,0.4
2023-12-22,HC Energie Karlovy Vary,BK Mladá Boleslav,2,2,0.35,0.5,2.4,3.1,2.6,2.6,-0.7,0.0,0.5454545454545454
2023-12-23,Rytíři Kladno,Mountfield HK,0,2,0.4,0.35,2.5,2.4,2.8,3.1,0.1,-0.3,0.6666666666666666
2023-12-23,HC Škoda Plzeň,Bílí Tygři Liberec,3,1,0.7,0.65,2.6,2.3,3.9,2.6,0.3,1.3,0.5
2023-12-23,HC Škoda Plzeň,HC Energie Karlovy Vary,4,2,0.7,0.4,2.6,2.3,2.4,3.2,0.3,-0.8,0.5
2023-12-23,HC Škoda Plzeň,Rytíři Kladno,3,3,0.7,0.4,2.6,2.3,2.5,2.4,0.3,0.1,0.375
2023-12-23,HC Sparta Praha,HC Dynamo Pardubice,6,2,0.9,0.7,4.9,2.4,3.9,3.3,2.5,0.6,0.125
2023-12-24,HC Motor České Budějovice,Mountfield HK,0,3,0.35,0.35,2.4,3.0,2.7,3.0,-0.6,-0.3,0.7
2023-12-24,HC Kometa Brno,Mountfield HK,3,1,0.55,0.35,2.4,2.4,2.7,3.0,0.0,-0.3,0.7
2023-12-24,Rytíři Kladno,HC Dynamo Pardubice,3,3,0.35,0.6,2.3,2.4,3.8,3.7,-0.1,0.1,0.1
2023-12-24,HC Olomouc,Bílí Tygři Liberec,2,2,0.45,0.55,2.7,3.3,3.5,2.7,-0.6,0.8,0.4444444444444444
2023-12-24,HC Kometa Brno,BK Mladá Boleslav,5,2,0.55,0.55,2.4,2.4,2.6,2.5,0.0,0.1,0.5
2023-12-25,BK Mladá Boleslav,HC Motor České Budějovice,2,3,0.45,0.25,2.5,2.8,2.0,3.1,-0.3,-1.1,0.45
2023-12-25,HC Oceláři Třinec,Bílí Tygři Liberec,4,3,0.45,0.5,3.2,3.5,3.5,2.8,-0.3,0.7,0.5625
2023-12-25,HC Sparta Praha,HC Kometa Brno,4,1,0.9,0.65,5.1,2.3,2.7,2.1,2.8,0.6,0.16666666666666666
2023-12-25,Bílí Tygři Liberec,Rytíři Kladno,4,3,0.5,0.3,3.5,2.8,2.2,2.6,0.7,-0.4,0.5
2023-12-25,BK Mladá Boleslav,HC Dynamo Pardubice,1,3,0.45,0.55,2.5,2.8,3.6,3.7,-0.3,-0.1,0.25
2024-09-01,HC Kometa Brno,HC Vítkovice Ridera,3,3,0.65,0.55,2.7,2.2,2.8,2.2,0.5,0.6,0.4166666666666667
2024-09-01,HC Energie Karlovy Vary,Bílí Tygři Liberec,1,5,0.4,0.5,2.5,3.4,3.2,3.0,-0.9,0.2,0.16666666666666666
2024-09-01,HC Kometa Brno,HC Škoda Plzeň,1,6,0.65,0.7,2.7,2.2,2.8,2.4,0.5,0.4,0.6666666666666666
2024-09-01,BK Mladá Boleslav,HC Olomouc,4,0,0.4,0.45,2.2,2.7,2.7,3.3,-0.5,-0.6,0.5
2024-09-01,BK Mladá Boleslav,Rytíři Kladno,4,5,0.4,0.3,2.2,2.7,2.5,2.7,-0.5,-0.2,0.8571428571428571
2024-09-02,HC Oceláři Třinec,HC Olomouc,6,2,0.5,0.45,3.4,3.6,2.7,3.4,-0.2,-0.7,0.3
2024-09-02,HC Škoda Plzeň,Rytíři Kladno,0,2,0.7,0.3,3.2,2.4,2.3,3.0,0.8,-0.7,0.4
2024-09-02,HC Vítkovice Ridera,HC Litvínov,4,3,0.5,0.5,2.7,2.2,2.1,3.1,0.5,-1.0,0.7
2024-09-02,HC Sparta Praha,HC Kometa Brno,5,1,0.9,0.5,4.8,2.2,2.3,2.8,2.6,-0.5,0.375
2024-09-02,Rytíři Kladno,HC Sparta Praha,2,0,0.3,0.9,2.3,3.0,4.8,2.2,-0.7,2.6,0.0
2024-09-03,HC Olomouc,HC Vítkovice Ridera,4,0,0.45,0.5,2.8,3.5,2.8,2.3,-0.7,0.5,0.25
2024-09-03,Bílí Tygři Liberec,HC Kometa Brno,4,3,0.6,0.5,3.6,2.8,2.3,2.8,0.8,-0.5,0.6
2024-09-03,BK Mladá Boleslav,HC Vítkovice Ridera,2,3,0.5,0.5,3.0,2.5,2.8,2.3,0.5,0.5,0.35714285714285715
2024-09-03,Bílí Tygři Liberec,HC Litvínov,5,2,0.6,0.4,3.6,2.8,2.1,3.3,0.8,-1.2,0.6666666666666666
2024-09-03,HC Oceláři Třinec,HC Motor České Budějovice,4,2,0.6,0.25,3.7,3.4,1.8,3.1,0.3,-1.3,0.5555555555555556
2024-09-04,HC Litvínov,HC Kometa Brno,0,6,0.35,0.5,2.1,3.6,2.5,3.0,-1.5,-0.5,0.08333333333333333
2024-09-04,Mountfield HK,HC Vítkovice Ridera,8,4,0.3,0.6,2.6,3.1,2.8,2.1,-0.5,0.7,0.5
2024-09-04,HC Olomouc,BK Mladá Boleslav,1,2,0.55,0.45,3.0,3.0,3.1,2.7,0.0,0.4,0.4375
2024-09-04,HC Kometa Brno,HC Sparta Praha,4,2,0.5,0.8,2.5,3.0,4.1,2.0,-0.5,2.1,0.5
2024-09-04,Rytíři Kladno,HC Litvínov,2,0,0.4,0.35,2.2,2.6,2.1,3.6,-0.4,-1.5,0.5
2024-09-05,BK Mladá Boleslav,HC Vítkovice Ridera,5,3,0.45,0.6,2.9,2.6,3.0,2.6,0.3,0.4,0.3125
2024-09-05,HC Litvínov,HC Vítkovice Ridera,3,3,0.2,0.6,1.6,4.1,3.0,2.6,-2.5,0.4,0.25
2024-09-05,Mountfield HK,HC Vítkovice Ridera,3,2,0.4,0.6,3.0,3.0,3.0,2.6,0.0,0.4,0.5714285714285714
2024-09-05,HC Motor České Budějovice,Rytíři Kladno,3,2,0.25,0.5,1.9,3.1,2.3,2.2,-1.2,0.1,0.7142857142857143
2024-09-05,HC Škoda Plzeň,HC Oceláři Třinec,2,1,0.7,0.6,3.1,1.9,3.8,3.6,1.2,0.2,0.42857142857142855
2024-09-06,HC Škoda Plzeň,HC Oceláři Třinec,3,0,0.7,0.5,2.7,1.8,3.7,3.8,0.9,-0.1,0.5
2024-09-06,HC Litvínov,HC Sparta Praha,1,6,0.25,0.75,1.8,3.9,4.2,2.3,-2.1,1.9,0.16666666666666666
2024-09-06,HC Sparta Praha,HC Litvínov,1,2,0.75,0.25,4.2,2.3,1.8,3.9,1.9,-2.1,0.8333333333333334
2024-09-06,HC Energie Karlovy Vary,Mountfield HK,2,3,0.4,0.5,2.5,3.6,2.8,2.5,-1.1,0.3,0.4
2024-09-06,HC Energie Karlovy Vary,HC Oceláři Třinec,0,4,0.4,0.5,2.5,3.6,3.7,3.8,-1.1,-0.1,0.375
2024-09-07,HC Oceláři Třinec,HC Kometa Brno,3,1,0.6,0.55,3.7,3.0,3.0,2.9,0.7,0.1,0.7857142857142857
2024-09-07,HC Litvínov,BK Mladá Boleslav,1,3,0.25,0.45,1.7,4.0,2.8,2.7,-2.3,0.1,0.6
2024-09-07,HC Kometa Brno,HC Motor České Budějovice,5,4,0.55,0.3,3.0,2.9,2.0,3.1,0.1,-1.1,0.5
2024-09-07,HC Vítkovice Ridera,HC Litvínov,4,1,0.5,0.25,3.1,3.3,1.7,4.0,-0.2,-2.3,0.7142857142857143
2024-09-07,HC Dynamo Pardubice,HC Kometa Brno,3,1,0.55,0.55,3.3,3.6,3.0,2.9,-0.3,0.1,0.6875
2024-09-08,HC Kometa Brno,HC Olomouc,2,1,0.35,0.45,2.6,3.4,2.7,2.9,-0.8,-0.2,0.625
2024-09-08,HC Energie Karlovy Vary,HC Kometa Brno,1,3,0.3,0.35,2.4,3.7,2.6,3.4,-1.3,-0.8,0.75
2024-09-08,HC Oceláři Třinec,HC Kometa Brno,6,2,0.6,0.35,3.7,2.9,2.6,3.4,0.8,-0.8,0.8125
2024-09-08,BK Mladá Boleslav,HC Sparta Praha,3,1,0.45,0.7,2.7,2.6,3.8,1.9,0.1,1.9,0.0
2024-09-08,Mountfield HK,HC Škoda Plzeň,2,3,0.6,0.8,2.9,2.4,2.8,1.4,0.5,1.4,0.45
